dataset,target_size,algorithm,time,oa,aa,k,selected_bands,selected_weights
indian_pines,21,linspacer,0.0,0.748,0.695,0.695,5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,22,linspacer,0.0,0.735,0.676,0.676,5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,23,linspacer,0.0,0.71,0.644,0.644,4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,24,linspacer,0.0,0.714,0.637,0.637,4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,25,linspacer,0.0,0.747,0.692,0.692,4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,26,linspacer,0.0,0.742,0.682,0.682,4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,27,linspacer,0.0,0.731,0.694,0.694,4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,28,linspacer,0.0,0.713,0.639,0.639,4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,29,linspacer,0.0,0.746,0.696,0.696,3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,30,linspacer,0.0,0.725,0.637,0.637,3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,2,pcal,0.108,0.516,0.375,0.375,29|30,0.2576263122278251|0.2649124897935218
indian_pines,3,pcal,0.0,0.531,0.422,0.422,28|29|30,0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,4,pcal,0.0,0.528,0.43,0.43,27|28|29|30,0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,5,pcal,0.0,0.528,0.437,0.437,26|27|28|29|30,0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,6,pcal,0.0,0.528,0.44,0.44,25|26|27|28|29|30,0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,7,pcal,0.0,0.528,0.443,0.443,24|25|26|27|28|29|30,0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,8,pcal,0.0,0.528,0.446,0.446,23|24|25|26|27|28|29|30,0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,9,pcal,0.0,0.527,0.448,0.448,22|23|24|25|26|27|28|29|30,0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218
indian_pines,10,pcal,0.0,0.524,0.453,0.453,22|23|24|25|26|27|28|29|30|32,0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.23159195707560623
indian_pines,11,pcal,0.0,0.517,0.447,0.447,22|23|24|25|26|27|28|29|30|31|32,0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623
indian_pines,12,pcal,0.0,0.541,0.468,0.468,22|23|24|25|26|27|28|29|30|31|32|107,0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22778326172283728
indian_pines,13,pcal,0.0,0.546,0.473,0.473,21|22|23|24|25|26|27|28|29|30|31|32|107,0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22778326172283728
indian_pines,14,pcal,0.0,0.564,0.494,0.494,21|22|23|24|25|26|27|28|29|30|31|32|107|111,0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22778326172283728|0.22760302852508515
indian_pines,15,pcal,0.0,0.56,0.492,0.492,21|22|23|24|25|26|27|28|29|30|31|32|107|109|111,0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22778326172283728|0.22665184151690854|0.22760302852508515
indian_pines,16,pcal,0.0,0.564,0.492,0.492,20|21|22|23|24|25|26|27|28|29|30|31|32|107|109|111,0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22778326172283728|0.22665184151690854|0.22760302852508515
indian_pines,17,pcal,0.0,0.604,0.552,0.552,20|21|22|23|24|25|26|27|28|29|30|31|32|56|107|109|111,0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22269227135739067|0.22778326172283728|0.22665184151690854|0.22760302852508515
indian_pines,18,pcal,0.0,0.601,0.549,0.549,20|21|22|23|24|25|26|27|28|29|30|31|32|56|107|109|110|111,0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22269227135739067|0.22778326172283728|0.22665184151690854|0.2218961539419116|0.22760302852508515
indian_pines,19,pcal,0.0,0.607,0.556,0.556,20|21|22|23|24|25|26|27|28|29|30|31|32|56|107|109|110|111|112,0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22269227135739067|0.22778326172283728|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225
indian_pines,20,pcal,0.0,0.605,0.553,0.553,20|21|22|23|24|25|26|27|28|29|30|31|32|56|107|108|109|110|111|112,0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.22269227135739067|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225
indian_pines,21,pcal,0.0,0.633,0.575,0.575,20|21|22|23|24|25|26|27|28|29|30|31|32|39|56|107|108|109|110|111|112,0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21886378145762952|0.22269227135739067|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225
indian_pines,22,pcal,0.0,0.635,0.573,0.573,19|20|21|22|23|24|25|26|27|28|29|30|31|32|39|56|107|108|109|110|111|112,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21886378145762952|0.22269227135739067|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225
indian_pines,23,pcal,0.0,0.642,0.58,0.58,19|20|21|22|23|24|25|26|27|28|29|30|31|32|39|56|107|108|109|110|111|112|113,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21886378145762952|0.22269227135739067|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304
indian_pines,24,pcal,0.0,0.649,0.587,0.587,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|107|108|109|110|111|112|113,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304
indian_pines,25,pcal,0.0,0.641,0.573,0.573,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|105|107|108|109|110|111|112|113,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.21379047654349792|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304
indian_pines,26,pcal,0.0,0.648,0.578,0.578,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|105|107|108|109|110|111|112|113|114,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.21379047654349792|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304|0.21372790201969694
indian_pines,27,pcal,0.0,0.653,0.581,0.581,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|105|107|108|109|110|111|112|113|114|115,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.21379047654349792|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304|0.21372790201969694|0.21170065798749935
indian_pines,28,pcal,0.0,0.657,0.585,0.585,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|105|107|108|109|110|111|112|113|114|115|116,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.21379047654349792|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304|0.21372790201969694|0.21170065798749935|0.20680245428628702
indian_pines,29,pcal,0.0,0.66,0.587,0.587,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|105|107|108|109|110|111|112|113|114|115|116|117,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.21379047654349792|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304|0.21372790201969694|0.21170065798749935|0.20680245428628702|0.2007360660923138
indian_pines,30,pcal,0.0,0.664,0.59,0.59,19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|39|56|105|107|108|109|110|111|112|113|114|115|116|117|118,0.217823391690399|0.22396231713094325|0.2277364995563668|0.23210144004298366|0.23710683538053204|0.24192872054445072|0.24455035434423567|0.24901417653020147|0.25194533514705686|0.25623759049472605|0.2576263122278251|0.2649124897935218|0.22927316706237377|0.23159195707560623|0.21527657503840605|0.21886378145762952|0.22269227135739067|0.21379047654349792|0.22778326172283728|0.2188933631567439|0.22665184151690854|0.2218961539419116|0.22760302852508515|0.2205839232463225|0.21779859560409304|0.21372790201969694|0.21170065798749935|0.20680245428628702|0.2007360660923138|0.20002439597489574
indian_pines,2,mcuve,3.05,0.452,0.233,0.233,108|110,0.0|0.0
indian_pines,3,mcuve,3.42,0.451,0.248,0.248,109|110|111,0.0|0.0|0.0
indian_pines,4,mcuve,2.885,0.498,0.346,0.346,108|165|166|167,0.0|0.0|0.0|0.0
indian_pines,5,mcuve,2.906,0.463,0.296,0.296,107|110|111|112|113,0.0|0.0|0.0|0.0|0.0
indian_pines,6,mcuve,2.692,0.535,0.415,0.415,111|112|167|168|169|170,0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,7,mcuve,2.734,0.538,0.435,0.435,108|110|111|112|113|167|168,0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,8,mcuve,2.964,0.551,0.45,0.45,110|111|112|113|166|167|168|169,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,9,mcuve,2.713,0.547,0.461,0.461,108|110|111|112|113|114|167|168|169,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,10,mcuve,2.701,0.556,0.483,0.483,108|110|111|112|113|114|115|167|168|170,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,11,mcuve,2.72,0.536,0.453,0.453,108|109|110|111|112|113|167|168|169|170|171,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,12,mcuve,2.688,0.543,0.476,0.476,109|110|111|112|113|114|167|168|169|171|172|173,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,13,mcuve,2.85,0.532,0.461,0.461,107|108|109|110|111|112|113|114|167|168|169|170|171,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,14,mcuve,2.968,0.585,0.525,0.525,34|107|108|109|110|111|112|113|114|166|167|168|169|170,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,15,mcuve,2.714,0.549,0.496,0.496,108|109|110|111|112|113|114|115|165|166|167|168|169|170|172,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,16,mcuve,2.74,0.536,0.477,0.477,107|108|109|110|111|112|113|164|165|166|167|168|169|170|171|172,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,17,mcuve,2.727,0.558,0.51,0.51,108|110|111|112|113|114|115|165|166|167|168|169|170|171|172|173|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,18,mcuve,2.961,0.6,0.546,0.546,34|107|108|109|110|111|112|113|114|115|164|165|166|167|168|169|171|172,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,19,mcuve,2.87,0.536,0.49,0.49,107|108|109|110|111|112|113|157|162|163|164|165|166|167|168|169|172|173|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,20,mcuve,3.117,0.553,0.513,0.513,107|108|109|110|111|112|113|114|115|116|165|166|167|168|169|170|171|172|173|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,21,mcuve,2.909,0.607,0.556,0.556,34|107|108|109|110|111|112|113|114|115|116|164|165|166|167|168|169|170|171|173|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,22,mcuve,2.722,0.602,0.552,0.552,34|107|108|109|110|111|112|113|114|115|164|165|166|167|168|169|170|171|172|173|174|175,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,23,mcuve,2.766,0.568,0.531,0.531,107|108|109|110|111|112|113|114|115|116|117|118|164|165|166|167|168|169|170|171|172|173|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,24,mcuve,2.724,0.572,0.535,0.535,107|108|109|110|111|112|113|114|115|116|117|118|164|165|166|167|168|169|170|171|172|173|174|175,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,25,mcuve,2.725,0.57,0.53,0.53,107|108|109|110|111|112|113|114|115|116|162|163|164|165|166|167|168|169|170|171|172|173|174|175|176,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
