dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c2,0,0.54,0.44,0.42,0
ghisaconus_health,2,c2,0,0.54,0.45,0.42,1
ghisaconus_health,2,c2,0,0.53,0.44,0.41,2
ghisaconus_health,2,c2,0,0.54,0.45,0.42,3
ghisaconus_health,2,c2,0,0.53,0.43,0.4,4
ghisaconus_health,2,c2,0,0.54,0.45,0.42,5
ghisaconus_health,2,c2,0,0.54,0.45,0.42,6
ghisaconus_health,2,c2,0,0.54,0.45,0.42,7
ghisaconus_health,2,c2,0,0.53,0.44,0.41,8
ghisaconus_health,2,c2,0,0.53,0.44,0.41,9
ghisaconus_health,2,c2,0,0.53,0.44,0.4,10
ghisaconus_health,2,c2,0,0.53,0.45,0.41,11
ghisaconus_health,2,c2,0,0.55,0.45,0.42,12
ghisaconus_health,2,c2,0,0.51,0.42,0.38,13
ghisaconus_health,2,c2,0,0.54,0.45,0.42,14
ghisaconus_health,2,c2,0,0.55,0.45,0.42,15
ghisaconus_health,2,c2,0,0.55,0.45,0.43,16
ghisaconus_health,2,c2,0,0.52,0.43,0.39,17
ghisaconus_health,2,c2,0,0.54,0.45,0.41,18
ghisaconus_health,2,c2,0,0.54,0.45,0.42,19
ghisaconus_health,3,c2,0,0.61,0.52,0.51,0
ghisaconus_health,3,c2,0,0.6,0.54,0.5,1
ghisaconus_health,3,c2,0,0.62,0.53,0.52,2
ghisaconus_health,3,c2,0,0.63,0.55,0.53,3
ghisaconus_health,3,c2,0,0.59,0.51,0.48,4
ghisaconus_health,3,c2,0,0.62,0.55,0.52,5
ghisaconus_health,3,c2,0,0.61,0.51,0.51,6
ghisaconus_health,3,c2,0,0.62,0.53,0.53,7
ghisaconus_health,3,c2,0,0.61,0.54,0.52,8
ghisaconus_health,3,c2,0,0.59,0.5,0.48,9
ghisaconus_health,3,c2,0,0.6,0.51,0.5,10
ghisaconus_health,3,c2,0,0.62,0.53,0.52,11
ghisaconus_health,3,c2,0,0.6,0.52,0.5,12
ghisaconus_health,3,c2,0,0.6,0.52,0.5,13
ghisaconus_health,3,c2,0,0.62,0.56,0.52,14
ghisaconus_health,3,c2,0,0.62,0.52,0.53,15
ghisaconus_health,3,c2,0,0.61,0.53,0.51,16
ghisaconus_health,3,c2,0,0.6,0.52,0.5,17
ghisaconus_health,3,c2,0,0.61,0.53,0.52,18
ghisaconus_health,3,c2,0,0.6,0.53,0.5,19
ghisaconus_health,4,c2,0,0.65,0.57,0.56,0
ghisaconus_health,4,c2,0,0.65,0.59,0.57,1
ghisaconus_health,4,c2,0,0.64,0.57,0.55,2
ghisaconus_health,4,c2,0,0.65,0.58,0.56,3
ghisaconus_health,4,c2,0,0.64,0.56,0.55,4
ghisaconus_health,4,c2,0,0.63,0.58,0.54,5
ghisaconus_health,4,c2,0,0.64,0.56,0.55,6
ghisaconus_health,4,c2,0,0.64,0.56,0.55,7
ghisaconus_health,4,c2,0,0.64,0.57,0.55,8
ghisaconus_health,4,c2,0,0.63,0.57,0.54,9
ghisaconus_health,4,c2,0,0.64,0.56,0.55,10
ghisaconus_health,4,c2,0,0.66,0.59,0.58,11
ghisaconus_health,4,c2,0,0.64,0.56,0.55,12
ghisaconus_health,4,c2,0,0.62,0.54,0.52,13
ghisaconus_health,4,c2,0,0.63,0.57,0.53,14
ghisaconus_health,4,c2,0,0.65,0.56,0.55,15
ghisaconus_health,4,c2,0,0.65,0.57,0.56,16
ghisaconus_health,4,c2,0,0.63,0.55,0.54,17
ghisaconus_health,4,c2,0,0.65,0.58,0.55,18
ghisaconus_health,4,c2,0,0.64,0.57,0.54,19
ghisaconus_health,5,c2,0,0.64,0.57,0.54,0
ghisaconus_health,5,c2,0,0.65,0.59,0.56,1
ghisaconus_health,5,c2,0,0.64,0.58,0.55,2
ghisaconus_health,5,c2,0,0.64,0.58,0.55,3
ghisaconus_health,5,c2,0,0.65,0.58,0.56,4
ghisaconus_health,5,c2,0,0.64,0.59,0.55,5
ghisaconus_health,5,c2,0,0.63,0.59,0.54,6
ghisaconus_health,5,c2,0,0.64,0.56,0.55,7
ghisaconus_health,5,c2,0,0.64,0.59,0.56,8
ghisaconus_health,5,c2,0,0.64,0.59,0.55,9
