dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c3,0,0.57,0.47,0.46,0
ghisaconus_health,2,c3,0,0.56,0.46,0.44,1
ghisaconus_health,2,c3,0,0.56,0.5,0.45,2
ghisaconus_health,2,c3,0,0.56,0.48,0.44,3
ghisaconus_health,2,c3,0,0.56,0.47,0.44,4
ghisaconus_health,2,c3,0,0.56,0.47,0.45,5
ghisaconus_health,2,c3,0,0.56,0.47,0.44,6
ghisaconus_health,2,c3,0,0.56,0.46,0.45,7
ghisaconus_health,2,c3,0,0.56,0.46,0.44,8
ghisaconus_health,2,c3,0,0.57,0.47,0.46,9
ghisaconus_health,2,c3,0,0.57,0.48,0.45,10
ghisaconus_health,2,c3,0,0.56,0.47,0.45,11
ghisaconus_health,2,c3,0,0.57,0.47,0.45,12
ghisaconus_health,2,c3,0,0.56,0.47,0.45,13
ghisaconus_health,2,c3,0,0.57,0.48,0.45,14
ghisaconus_health,2,c3,0,0.56,0.46,0.44,15
ghisaconus_health,2,c3,0,0.57,0.48,0.46,16
ghisaconus_health,2,c3,0,0.56,0.45,0.44,17
ghisaconus_health,2,c3,0,0.57,0.47,0.46,18
ghisaconus_health,2,c3,0,0.55,0.46,0.43,19
ghisaconus_health,3,c3,0,0.63,0.53,0.53,0
ghisaconus_health,3,c3,0,0.62,0.51,0.52,1
ghisaconus_health,3,c3,0,0.62,0.56,0.53,2
ghisaconus_health,3,c3,0,0.62,0.55,0.52,3
ghisaconus_health,3,c3,0,0.62,0.54,0.52,4
ghisaconus_health,3,c3,0,0.63,0.54,0.54,5
ghisaconus_health,3,c3,0,0.62,0.53,0.52,6
ghisaconus_health,3,c3,0,0.62,0.54,0.53,7
ghisaconus_health,3,c3,0,0.59,0.51,0.49,8
ghisaconus_health,3,c3,0,0.63,0.54,0.54,9
ghisaconus_health,3,c3,0,0.63,0.56,0.54,10
ghisaconus_health,3,c3,0,0.62,0.53,0.52,11
ghisaconus_health,3,c3,0,0.62,0.52,0.52,12
ghisaconus_health,3,c3,0,0.62,0.54,0.53,13
ghisaconus_health,3,c3,0,0.61,0.52,0.51,14
ghisaconus_health,3,c3,0,0.62,0.53,0.52,15
ghisaconus_health,3,c3,0,0.61,0.54,0.51,16
ghisaconus_health,3,c3,0,0.63,0.55,0.54,17
ghisaconus_health,3,c3,0,0.63,0.55,0.53,18
ghisaconus_health,3,c3,0,0.62,0.53,0.52,19
ghisaconus_health,4,c3,0,0.64,0.56,0.54,0
ghisaconus_health,4,c3,0,0.66,0.6,0.57,1
ghisaconus_health,4,c3,0,0.65,0.61,0.57,2
ghisaconus_health,4,c3,0,0.66,0.6,0.57,3
