dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c3,0,0.51,0.42,0.38,0
ghisaconus_health,2,c3,0,0.52,0.43,0.4,1
ghisaconus_health,2,c3,0,0.52,0.43,0.39,2
ghisaconus_health,2,c3,0,0.52,0.43,0.39,3
ghisaconus_health,2,c3,0,0.51,0.43,0.39,4
ghisaconus_health,2,c3,0,0.5,0.42,0.37,5
ghisaconus_health,2,c3,0,0.51,0.44,0.38,6
ghisaconus_health,2,c3,0,0.51,0.43,0.39,7
ghisaconus_health,2,c3,0,0.5,0.38,0.35,8
ghisaconus_health,2,c3,0,0.48,0.4,0.35,9
ghisaconus_health,2,c3,0,0.52,0.44,0.4,10
ghisaconus_health,2,c3,0,0.48,0.39,0.34,11
ghisaconus_health,2,c3,0,0.52,0.43,0.39,12
ghisaconus_health,2,c3,0,0.53,0.44,0.41,13
ghisaconus_health,2,c3,0,0.5,0.43,0.37,14
ghisaconus_health,2,c3,0,0.52,0.44,0.39,15
ghisaconus_health,2,c3,0,0.5,0.39,0.36,16
ghisaconus_health,2,c3,0,0.52,0.44,0.4,17
ghisaconus_health,2,c3,0,0.52,0.44,0.4,18
ghisaconus_health,2,c3,0,0.5,0.43,0.38,19
ghisaconus_health,3,c3,0,0.55,0.5,0.44,0
ghisaconus_health,3,c3,0,0.56,0.51,0.44,1
ghisaconus_health,3,c3,0,0.55,0.5,0.44,2
ghisaconus_health,3,c3,0,0.54,0.5,0.42,3
ghisaconus_health,3,c3,0,0.54,0.5,0.42,4
ghisaconus_health,3,c3,0,0.54,0.48,0.42,5
ghisaconus_health,3,c3,0,0.54,0.49,0.42,6
ghisaconus_health,3,c3,0,0.55,0.52,0.44,7
ghisaconus_health,3,c3,0,0.54,0.5,0.43,8
ghisaconus_health,3,c3,0,0.51,0.48,0.4,9
ghisaconus_health,3,c3,0,0.54,0.48,0.42,10
ghisaconus_health,3,c3,0,0.53,0.48,0.41,11
ghisaconus_health,3,c3,0,0.54,0.47,0.42,12
ghisaconus_health,3,c3,0,0.55,0.49,0.43,13
ghisaconus_health,3,c3,0,0.52,0.47,0.4,14
ghisaconus_health,3,c3,0,0.55,0.48,0.43,15
ghisaconus_health,3,c3,0,0.55,0.49,0.44,16
ghisaconus_health,3,c3,0,0.56,0.5,0.44,17
ghisaconus_health,3,c3,0,0.55,0.51,0.44,18
ghisaconus_health,3,c3,0,0.54,0.49,0.43,19
ghisaconus_health,4,c3,0,0.64,0.58,0.55,0
ghisaconus_health,4,c3,0,0.63,0.58,0.54,1
ghisaconus_health,4,c3,0,0.64,0.58,0.55,2
ghisaconus_health,4,c3,0,0.64,0.59,0.55,3
ghisaconus_health,4,c3,0,0.66,0.62,0.58,4
ghisaconus_health,4,c3,0,0.66,0.59,0.57,5
ghisaconus_health,4,c3,0,0.64,0.62,0.56,6
ghisaconus_health,4,c3,0,0.63,0.59,0.54,7
ghisaconus_health,4,c3,0,0.62,0.57,0.52,8
ghisaconus_health,4,c3,0,0.65,0.6,0.56,9
ghisaconus_health,4,c3,0,0.64,0.58,0.55,10
ghisaconus_health,4,c3,0,0.66,0.58,0.57,11
ghisaconus_health,4,c3,0,0.64,0.6,0.55,12
ghisaconus_health,4,c3,0,0.65,0.58,0.56,13
ghisaconus_health,4,c3,0,0.63,0.59,0.54,14
ghisaconus_health,4,c3,0,0.65,0.57,0.56,15
ghisaconus_health,4,c3,0,0.65,0.6,0.56,16
ghisaconus_health,4,c3,0,0.65,0.6,0.56,17
ghisaconus_health,4,c3,0,0.64,0.58,0.55,18
ghisaconus_health,4,c3,0,0.64,0.58,0.56,19
ghisaconus_health,5,c3,0,0.65,0.59,0.56,0
ghisaconus_health,5,c3,0,0.64,0.59,0.55,1
ghisaconus_health,5,c3,0,0.64,0.58,0.55,2
ghisaconus_health,5,c3,0,0.65,0.59,0.55,3
ghisaconus_health,5,c3,0,0.66,0.62,0.58,4
ghisaconus_health,5,c3,0,0.67,0.61,0.58,5
ghisaconus_health,5,c3,0,0.65,0.62,0.56,6
ghisaconus_health,5,c3,0,0.64,0.59,0.55,7
ghisaconus_health,5,c3,0,0.66,0.64,0.57,8
ghisaconus_health,5,c3,0,0.63,0.59,0.54,9
ghisaconus_health,5,c3,0,0.65,0.59,0.56,10
ghisaconus_health,5,c3,0,0.65,0.59,0.56,11
ghisaconus_health,5,c3,0,0.63,0.61,0.54,12
ghisaconus_health,5,c3,0,0.64,0.6,0.55,13
ghisaconus_health,5,c3,0,0.63,0.58,0.54,14
ghisaconus_health,5,c3,0,0.64,0.57,0.55,15
