dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c3,0,0.52,0.42,0.39,0
ghisaconus_health,2,c3,0,0.51,0.44,0.39,1
ghisaconus_health,2,c3,0,0.53,0.44,0.41,2
ghisaconus_health,2,c3,0,0.5,0.41,0.37,3
ghisaconus_health,2,c3,0,0.51,0.43,0.39,4
ghisaconus_health,2,c3,0,0.52,0.44,0.4,5
ghisaconus_health,2,c3,0,0.52,0.44,0.4,6
ghisaconus_health,2,c3,0,0.52,0.43,0.38,7
ghisaconus_health,2,c3,0,0.51,0.44,0.39,8
ghisaconus_health,2,c3,0,0.51,0.41,0.38,9
ghisaconus_health,2,c3,0,0.52,0.44,0.4,10
ghisaconus_health,2,c3,0,0.52,0.42,0.39,11
ghisaconus_health,2,c3,0,0.51,0.41,0.38,12
ghisaconus_health,2,c3,0,0.53,0.43,0.4,13
ghisaconus_health,2,c3,0,0.52,0.43,0.4,14
ghisaconus_health,2,c3,0,0.51,0.43,0.38,15
ghisaconus_health,2,c3,0,0.52,0.43,0.4,16
ghisaconus_health,2,c3,0,0.53,0.45,0.41,17
ghisaconus_health,2,c3,0,0.52,0.43,0.39,18
ghisaconus_health,2,c3,0,0.53,0.43,0.4,19
ghisaconus_health,3,c3,0,0.54,0.48,0.42,0
ghisaconus_health,3,c3,0,0.55,0.48,0.43,1
ghisaconus_health,3,c3,0,0.54,0.49,0.43,2
ghisaconus_health,3,c3,0,0.54,0.49,0.43,3
ghisaconus_health,3,c3,0,0.54,0.5,0.43,4
ghisaconus_health,3,c3,0,0.54,0.48,0.43,5
ghisaconus_health,3,c3,0,0.54,0.49,0.43,6
ghisaconus_health,3,c3,0,0.54,0.49,0.42,7
ghisaconus_health,3,c3,0,0.54,0.48,0.42,8
ghisaconus_health,3,c3,0,0.54,0.46,0.41,9
ghisaconus_health,3,c3,0,0.55,0.49,0.43,10
ghisaconus_health,3,c3,0,0.54,0.47,0.42,11
ghisaconus_health,3,c3,0,0.54,0.5,0.43,12
ghisaconus_health,3,c3,0,0.53,0.49,0.42,13
ghisaconus_health,3,c3,0,0.54,0.5,0.42,14
ghisaconus_health,3,c3,0,0.54,0.49,0.42,15
ghisaconus_health,3,c3,0,0.55,0.5,0.43,16
ghisaconus_health,3,c3,0,0.56,0.51,0.45,17
ghisaconus_health,3,c3,0,0.52,0.46,0.4,18
ghisaconus_health,3,c3,0,0.55,0.48,0.43,19
ghisaconus_health,4,c3,0,0.59,0.57,0.5,0
ghisaconus_health,4,c3,0,0.62,0.55,0.52,1
ghisaconus_health,4,c3,0,0.6,0.56,0.5,2
ghisaconus_health,4,c3,0,0.6,0.54,0.5,3
ghisaconus_health,4,c3,0,0.61,0.56,0.51,4
ghisaconus_health,4,c3,0,0.6,0.56,0.51,5
ghisaconus_health,4,c3,0,0.6,0.54,0.5,6
ghisaconus_health,4,c3,0,0.57,0.53,0.46,7
ghisaconus_health,4,c3,0,0.6,0.55,0.5,8
ghisaconus_health,4,c3,0,0.6,0.54,0.49,9
ghisaconus_health,4,c3,0,0.61,0.57,0.52,10
ghisaconus_health,4,c3,0,0.61,0.54,0.5,11
ghisaconus_health,4,c3,0,0.6,0.55,0.5,12
ghisaconus_health,4,c3,0,0.6,0.55,0.5,13
ghisaconus_health,4,c3,0,0.6,0.59,0.5,14
ghisaconus_health,4,c3,0,0.6,0.57,0.51,15
ghisaconus_health,4,c3,0,0.6,0.55,0.5,16
ghisaconus_health,4,c3,0,0.62,0.57,0.52,17
ghisaconus_health,4,c3,0,0.59,0.54,0.49,18
ghisaconus_health,4,c3,0,0.61,0.56,0.51,19
ghisaconus_health,5,c3,0,0.6,0.57,0.51,0
ghisaconus_health,5,c3,0,0.64,0.58,0.55,1
ghisaconus_health,5,c3,0,0.62,0.58,0.53,2
ghisaconus_health,5,c3,0,0.62,0.56,0.52,3
ghisaconus_health,5,c3,0,0.63,0.57,0.54,4
ghisaconus_health,5,c3,0,0.61,0.57,0.52,5
ghisaconus_health,5,c3,0,0.62,0.55,0.52,6
ghisaconus_health,5,c3,0,0.59,0.55,0.49,7
ghisaconus_health,5,c3,0,0.62,0.57,0.53,8
ghisaconus_health,5,c3,0,0.6,0.56,0.51,9
ghisaconus_health,5,c3,0,0.63,0.59,0.54,10
ghisaconus_health,5,c3,0,0.62,0.56,0.52,11
ghisaconus_health,5,c3,0,0.62,0.57,0.53,12
ghisaconus_health,5,c3,0,0.62,0.57,0.53,13
ghisaconus_health,5,c3,0,0.62,0.61,0.53,14
ghisaconus_health,5,c3,0,0.62,0.58,0.53,15
ghisaconus_health,5,c3,0,0.63,0.59,0.53,16
ghisaconus_health,5,c3,0,0.64,0.59,0.55,17
ghisaconus_health,5,c3,0,0.62,0.55,0.52,18
ghisaconus_health,5,c3,0,0.62,0.56,0.52,19
ghisaconus_health,6,c3,0,0.67,0.63,0.59,0
ghisaconus_health,6,c3,0,0.67,0.63,0.59,1
ghisaconus_health,6,c3,0,0.67,0.63,0.58,2
ghisaconus_health,6,c3,0,0.67,0.62,0.59,3
ghisaconus_health,6,c3,0,0.69,0.61,0.61,4
ghisaconus_health,6,c3,0,0.67,0.62,0.59,5
ghisaconus_health,6,c3,0,0.66,0.57,0.57,6
ghisaconus_health,6,c3,0,0.67,0.62,0.58,7
ghisaconus_health,6,c3,0,0.69,0.63,0.61,8
ghisaconus_health,6,c3,0,0.65,0.6,0.57,9
ghisaconus_health,6,c3,0,0.66,0.6,0.57,10
ghisaconus_health,6,c3,0,0.68,0.62,0.6,11
ghisaconus_health,6,c3,0,0.65,0.6,0.56,12
ghisaconus_health,6,c3,0,0.67,0.62,0.58,13
ghisaconus_health,6,c3,0,0.66,0.65,0.58,14
ghisaconus_health,6,c3,0,0.66,0.6,0.57,15
ghisaconus_health,6,c3,0,0.66,0.62,0.58,16
ghisaconus_health,6,c3,0,0.65,0.61,0.57,17
