dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c2,0,0.53,0.44,0.4,0
ghisaconus_health,2,c2,0,0.52,0.43,0.4,1
ghisaconus_health,2,c2,0,0.51,0.41,0.38,2
ghisaconus_health,2,c2,0,0.53,0.44,0.4,3
ghisaconus_health,2,c2,0,0.52,0.43,0.39,4
ghisaconus_health,2,c2,0,0.52,0.42,0.39,5
ghisaconus_health,2,c2,0,0.51,0.41,0.38,6
ghisaconus_health,2,c2,0,0.52,0.44,0.4,7
ghisaconus_health,2,c2,0,0.53,0.43,0.4,8
ghisaconus_health,2,c2,0,0.53,0.44,0.41,9
ghisaconus_health,2,c2,0,0.52,0.43,0.39,10
ghisaconus_health,2,c2,0,0.52,0.42,0.39,11
ghisaconus_health,2,c2,0,0.51,0.42,0.38,12
ghisaconus_health,2,c2,0,0.51,0.41,0.38,13
ghisaconus_health,2,c2,0,0.52,0.43,0.4,14
ghisaconus_health,2,c2,0,0.53,0.43,0.4,15
ghisaconus_health,2,c2,0,0.52,0.44,0.4,16
ghisaconus_health,2,c2,0,0.52,0.42,0.39,17
ghisaconus_health,2,c2,0,0.51,0.42,0.39,18
ghisaconus_health,2,c2,0,0.52,0.43,0.4,19
ghisaconus_health,3,c2,0,0.63,0.54,0.53,0
ghisaconus_health,3,c2,0,0.63,0.54,0.54,1
ghisaconus_health,3,c2,0,0.62,0.52,0.52,2
ghisaconus_health,3,c2,0,0.63,0.57,0.54,3
ghisaconus_health,3,c2,0,0.63,0.54,0.54,4
ghisaconus_health,3,c2,0,0.64,0.54,0.54,5
ghisaconus_health,3,c2,0,0.62,0.52,0.53,6
ghisaconus_health,3,c2,0,0.63,0.55,0.53,7
ghisaconus_health,3,c2,0,0.63,0.54,0.54,8
ghisaconus_health,3,c2,0,0.63,0.55,0.53,9
ghisaconus_health,3,c2,0,0.63,0.53,0.53,10
ghisaconus_health,3,c2,0,0.63,0.55,0.54,11
ghisaconus_health,3,c2,0,0.64,0.56,0.54,12
ghisaconus_health,3,c2,0,0.63,0.53,0.54,13
ghisaconus_health,3,c2,0,0.63,0.54,0.53,14
ghisaconus_health,3,c2,0,0.63,0.54,0.54,15
ghisaconus_health,3,c2,0,0.63,0.54,0.53,16
ghisaconus_health,3,c2,0,0.62,0.54,0.52,17
ghisaconus_health,3,c2,0,0.62,0.52,0.52,18
ghisaconus_health,3,c2,0,0.63,0.54,0.54,19
ghisaconus_health,4,c2,0,0.63,0.57,0.54,0
ghisaconus_health,4,c2,0,0.63,0.55,0.53,1
ghisaconus_health,4,c2,0,0.63,0.59,0.54,2
ghisaconus_health,4,c2,0,0.63,0.6,0.54,3
ghisaconus_health,4,c2,0,0.64,0.6,0.55,4
ghisaconus_health,4,c2,0,0.64,0.58,0.55,5
ghisaconus_health,4,c2,0,0.63,0.58,0.54,6
ghisaconus_health,4,c2,0,0.63,0.6,0.53,7
ghisaconus_health,4,c2,0,0.63,0.59,0.54,8
ghisaconus_health,4,c2,0,0.63,0.59,0.54,9
ghisaconus_health,4,c2,0,0.64,0.62,0.55,10
ghisaconus_health,4,c2,0,0.63,0.59,0.54,11
ghisaconus_health,4,c2,0,0.64,0.62,0.55,12
ghisaconus_health,4,c2,0,0.63,0.58,0.54,13
ghisaconus_health,4,c2,0,0.63,0.59,0.54,14
ghisaconus_health,4,c2,0,0.63,0.6,0.54,15
ghisaconus_health,4,c2,0,0.62,0.57,0.53,16
ghisaconus_health,4,c2,0,0.63,0.61,0.53,17
ghisaconus_health,4,c2,0,0.63,0.59,0.53,18
ghisaconus_health,4,c2,0,0.64,0.59,0.55,19
ghisaconus_health,5,c2,0,0.64,0.6,0.55,0
ghisaconus_health,5,c2,0,0.63,0.6,0.54,1
ghisaconus_health,5,c2,0,0.63,0.58,0.54,2
ghisaconus_health,5,c2,0,0.62,0.58,0.52,3
ghisaconus_health,5,c2,0,0.66,0.63,0.57,4
ghisaconus_health,5,c2,0,0.64,0.58,0.55,5
ghisaconus_health,5,c2,0,0.63,0.58,0.53,6
ghisaconus_health,5,c2,0,0.64,0.62,0.55,7
ghisaconus_health,5,c2,0,0.62,0.58,0.53,8
ghisaconus_health,5,c2,0,0.64,0.59,0.55,9
ghisaconus_health,5,c2,0,0.63,0.6,0.54,10
ghisaconus_health,5,c2,0,0.66,0.61,0.57,11
ghisaconus_health,5,c2,0,0.66,0.64,0.58,12
ghisaconus_health,5,c2,0,0.64,0.6,0.55,13
ghisaconus_health,5,c2,0,0.64,0.6,0.55,14
ghisaconus_health,5,c2,0,0.63,0.61,0.54,15
ghisaconus_health,5,c2,0,0.64,0.58,0.54,16
ghisaconus_health,5,c2,0,0.65,0.61,0.56,17
ghisaconus_health,5,c2,0,0.63,0.59,0.54,18
ghisaconus_health,5,c2,0,0.65,0.62,0.57,19
ghisaconus_health,6,c2,0,0.63,0.58,0.53,0
ghisaconus_health,6,c2,0,0.63,0.59,0.53,1
ghisaconus_health,6,c2,0,0.62,0.58,0.53,2
ghisaconus_health,6,c2,0,0.61,0.57,0.51,3
ghisaconus_health,6,c2,0,0.65,0.61,0.56,4
ghisaconus_health,6,c2,0,0.63,0.58,0.53,5
ghisaconus_health,6,c2,0,0.61,0.58,0.51,6
ghisaconus_health,6,c2,0,0.64,0.63,0.55,7
ghisaconus_health,6,c2,0,0.61,0.57,0.51,8
ghisaconus_health,6,c2,0,0.63,0.58,0.54,9
ghisaconus_health,6,c2,0,0.63,0.61,0.54,10
ghisaconus_health,6,c2,0,0.65,0.61,0.57,11
ghisaconus_health,6,c2,0,0.66,0.64,0.58,12
ghisaconus_health,6,c2,0,0.63,0.6,0.54,13
ghisaconus_health,6,c2,0,0.64,0.61,0.55,14
ghisaconus_health,6,c2,0,0.63,0.6,0.53,15
ghisaconus_health,6,c2,0,0.62,0.58,0.53,16
ghisaconus_health,6,c2,0,0.64,0.61,0.56,17
ghisaconus_health,6,c2,0,0.63,0.58,0.53,18
ghisaconus_health,6,c2,0,0.64,0.61,0.56,19
ghisaconus_health,7,c2,0,0.62,0.57,0.53,0
ghisaconus_health,7,c2,0,0.63,0.6,0.54,1
ghisaconus_health,7,c2,0,0.63,0.58,0.53,2
ghisaconus_health,7,c2,0,0.62,0.58,0.52,3
ghisaconus_health,7,c2,0,0.65,0.62,0.56,4
ghisaconus_health,7,c2,0,0.61,0.56,0.51,5
ghisaconus_health,7,c2,0,0.61,0.58,0.52,6
ghisaconus_health,7,c2,0,0.65,0.64,0.56,7
ghisaconus_health,7,c2,0,0.62,0.58,0.52,8
ghisaconus_health,7,c2,0,0.63,0.59,0.54,9
ghisaconus_health,7,c2,0,0.62,0.6,0.53,10
ghisaconus_health,7,c2,0,0.66,0.61,0.57,11
ghisaconus_health,7,c2,0,0.66,0.63,0.57,12
ghisaconus_health,7,c2,0,0.64,0.59,0.54,13
ghisaconus_health,7,c2,0,0.63,0.6,0.54,14
ghisaconus_health,7,c2,0,0.62,0.6,0.53,15
ghisaconus_health,7,c2,0,0.63,0.58,0.53,16
ghisaconus_health,7,c2,0,0.64,0.61,0.55,17
ghisaconus_health,7,c2,0,0.62,0.58,0.52,18
ghisaconus_health,7,c2,0,0.65,0.62,0.56,19
ghisaconus_health,8,c2,0,0.65,0.6,0.56,0
ghisaconus_health,8,c2,0,0.64,0.61,0.56,1
ghisaconus_health,8,c2,0,0.64,0.59,0.55,2
ghisaconus_health,8,c2,0,0.62,0.58,0.53,3
ghisaconus_health,8,c2,0,0.66,0.63,0.57,4
ghisaconus_health,8,c2,0,0.63,0.58,0.54,5
ghisaconus_health,8,c2,0,0.63,0.59,0.53,6
ghisaconus_health,8,c2,0,0.65,0.63,0.56,7
ghisaconus_health,8,c2,0,0.64,0.59,0.55,8
ghisaconus_health,8,c2,0,0.64,0.61,0.55,9
ghisaconus_health,8,c2,0,0.64,0.61,0.55,10
ghisaconus_health,8,c2,0,0.66,0.61,0.58,11
ghisaconus_health,8,c2,0,0.67,0.64,0.58,12
ghisaconus_health,8,c2,0,0.65,0.59,0.56,13
ghisaconus_health,8,c2,0,0.63,0.6,0.54,14
ghisaconus_health,8,c2,0,0.62,0.6,0.53,15
ghisaconus_health,8,c2,0,0.64,0.59,0.55,16
ghisaconus_health,8,c2,0,0.63,0.6,0.54,17
ghisaconus_health,8,c2,0,0.64,0.61,0.55,18
ghisaconus_health,8,c2,0,0.66,0.62,0.57,19
ghisaconus_health,9,c2,0,0.68,0.64,0.6,0
ghisaconus_health,9,c2,0,0.69,0.66,0.62,1
ghisaconus_health,9,c2,0,0.66,0.62,0.58,2
ghisaconus_health,9,c2,0,0.68,0.64,0.61,3
ghisaconus_health,9,c2,0,0.7,0.66,0.62,4
ghisaconus_health,9,c2,0,0.68,0.65,0.6,5
ghisaconus_health,9,c2,0,0.66,0.63,0.58,6
ghisaconus_health,9,c2,0,0.67,0.64,0.58,7
ghisaconus_health,9,c2,0,0.69,0.63,0.61,8
ghisaconus_health,9,c2,0,0.67,0.64,0.59,9
ghisaconus_health,9,c2,0,0.7,0.65,0.62,10
ghisaconus_health,9,c2,0,0.7,0.65,0.62,11
ghisaconus_health,9,c2,0,0.69,0.66,0.61,12
ghisaconus_health,9,c2,0,0.66,0.63,0.58,13
ghisaconus_health,9,c2,0,0.69,0.64,0.61,14
ghisaconus_health,9,c2,0,0.67,0.66,0.59,15
ghisaconus_health,9,c2,0,0.67,0.61,0.59,16
ghisaconus_health,9,c2,0,0.69,0.66,0.61,17
ghisaconus_health,9,c2,0,0.69,0.65,0.61,18
ghisaconus_health,9,c2,0,0.69,0.65,0.61,19
ghisaconus_health,10,c2,0,0.69,0.64,0.61,0
ghisaconus_health,10,c2,0,0.7,0.67,0.63,1
ghisaconus_health,10,c2,0,0.69,0.65,0.62,2
ghisaconus_health,10,c2,0,0.69,0.64,0.62,3
ghisaconus_health,10,c2,0,0.72,0.68,0.65,4
ghisaconus_health,10,c2,0,0.71,0.67,0.63,5
ghisaconus_health,10,c2,0,0.69,0.65,0.61,6
ghisaconus_health,10,c2,0,0.69,0.66,0.62,7
ghisaconus_health,10,c2,0,0.7,0.64,0.63,8
ghisaconus_health,10,c2,0,0.71,0.67,0.64,9
ghisaconus_health,10,c2,0,0.72,0.68,0.65,10
ghisaconus_health,10,c2,0,0.72,0.67,0.65,11
ghisaconus_health,10,c2,0,0.69,0.66,0.61,12
ghisaconus_health,10,c2,0,0.67,0.63,0.59,13
ghisaconus_health,10,c2,0,0.69,0.64,0.62,14
ghisaconus_health,10,c2,0,0.68,0.66,0.6,15
ghisaconus_health,10,c2,0,0.68,0.63,0.6,16
ghisaconus_health,10,c2,0,0.71,0.69,0.64,17
ghisaconus_health,10,c2,0,0.69,0.66,0.62,18
ghisaconus_health,10,c2,0,0.71,0.67,0.63,19
ghisaconus_health,11,c2,0,0.71,0.67,0.63,0
ghisaconus_health,11,c2,0,0.7,0.66,0.63,1
ghisaconus_health,11,c2,0,0.69,0.64,0.61,2
ghisaconus_health,11,c2,0,0.7,0.66,0.63,3
ghisaconus_health,11,c2,0,0.72,0.68,0.65,4
ghisaconus_health,11,c2,0,0.71,0.66,0.63,5
ghisaconus_health,11,c2,0,0.69,0.65,0.62,6
ghisaconus_health,11,c2,0,0.69,0.66,0.61,7
ghisaconus_health,11,c2,0,0.71,0.66,0.64,8
ghisaconus_health,11,c2,0,0.7,0.66,0.63,9
ghisaconus_health,11,c2,0,0.72,0.68,0.65,10
ghisaconus_health,11,c2,0,0.71,0.67,0.64,11
ghisaconus_health,11,c2,0,0.7,0.67,0.62,12
ghisaconus_health,11,c2,0,0.66,0.63,0.58,13
ghisaconus_health,11,c2,0,0.71,0.66,0.63,14
ghisaconus_health,11,c2,0,0.7,0.67,0.62,15
ghisaconus_health,11,c2,0,0.68,0.65,0.61,16
ghisaconus_health,11,c2,0,0.71,0.68,0.64,17
ghisaconus_health,11,c2,0,0.69,0.65,0.61,18
ghisaconus_health,11,c2,0,0.71,0.67,0.63,19
ghisaconus_health,12,c2,0,0.71,0.67,0.64,0
ghisaconus_health,12,c2,0,0.7,0.67,0.62,1
ghisaconus_health,12,c2,0,0.69,0.64,0.61,2
ghisaconus_health,12,c2,0,0.7,0.65,0.63,3
ghisaconus_health,12,c2,0,0.72,0.68,0.65,4
ghisaconus_health,12,c2,0,0.7,0.65,0.62,5
ghisaconus_health,12,c2,0,0.69,0.65,0.61,6
ghisaconus_health,12,c2,0,0.69,0.67,0.62,7
ghisaconus_health,12,c2,0,0.71,0.66,0.63,8
ghisaconus_health,12,c2,0,0.71,0.66,0.63,9
ghisaconus_health,12,c2,0,0.72,0.68,0.65,10
ghisaconus_health,12,c2,0,0.7,0.66,0.63,11
ghisaconus_health,12,c2,0,0.7,0.67,0.62,12
ghisaconus_health,12,c2,0,0.66,0.63,0.57,13
