dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,bsnet,0,0.56,0.46,0.44,0
ghisaconus_health,2,bsnet,0,0.57,0.47,0.46,1
ghisaconus_health,2,bsnet,0,0.57,0.47,0.46,2
ghisaconus_health,2,bsnet,0,0.55,0.46,0.44,3
ghisaconus_health,2,bsnet,0,0.56,0.47,0.45,4
ghisaconus_health,2,bsnet,0,0.57,0.47,0.45,5
ghisaconus_health,2,bsnet,0,0.55,0.45,0.42,6
ghisaconus_health,2,bsnet,0,0.55,0.45,0.43,7
ghisaconus_health,2,bsnet,0,0.57,0.47,0.46,8
ghisaconus_health,2,bsnet,0,0.57,0.47,0.45,9
ghisaconus_health,2,bsnet,0,0.56,0.46,0.44,10
ghisaconus_health,2,bsnet,0,0.56,0.45,0.43,11
ghisaconus_health,2,bsnet,0,0.55,0.45,0.43,12
ghisaconus_health,2,bsnet,0,0.57,0.48,0.46,13
ghisaconus_health,2,bsnet,0,0.56,0.46,0.45,14
ghisaconus_health,2,bsnet,0,0.56,0.47,0.45,15
ghisaconus_health,2,bsnet,0,0.56,0.46,0.44,16
ghisaconus_health,2,bsnet,0,0.56,0.47,0.45,17
ghisaconus_health,2,bsnet,0,0.56,0.46,0.44,18
ghisaconus_health,2,bsnet,0,0.56,0.46,0.44,19
ghisaconus_health,3,bsnet,0,0.57,0.51,0.46,0
ghisaconus_health,3,bsnet,0,0.58,0.51,0.48,1
ghisaconus_health,3,bsnet,0,0.59,0.53,0.49,2
ghisaconus_health,3,bsnet,0,0.57,0.48,0.45,3
ghisaconus_health,3,bsnet,0,0.58,0.53,0.48,4
ghisaconus_health,3,bsnet,0,0.58,0.54,0.48,5
ghisaconus_health,3,bsnet,0,0.56,0.48,0.44,6
ghisaconus_health,3,bsnet,0,0.58,0.53,0.47,7
ghisaconus_health,3,bsnet,0,0.59,0.53,0.48,8
ghisaconus_health,3,bsnet,0,0.59,0.5,0.48,9
ghisaconus_health,3,bsnet,0,0.58,0.52,0.47,10
ghisaconus_health,3,bsnet,0,0.57,0.5,0.46,11
ghisaconus_health,3,bsnet,0,0.57,0.52,0.46,12
ghisaconus_health,3,bsnet,0,0.59,0.53,0.48,13
ghisaconus_health,3,bsnet,0,0.58,0.53,0.47,14
ghisaconus_health,3,bsnet,0,0.56,0.53,0.45,15
ghisaconus_health,3,bsnet,0,0.59,0.51,0.48,16
ghisaconus_health,3,bsnet,0,0.59,0.51,0.48,17
ghisaconus_health,3,bsnet,0,0.58,0.5,0.47,18
ghisaconus_health,3,bsnet,0,0.58,0.48,0.47,19
ghisaconus_health,4,bsnet,0,0.63,0.56,0.53,0
ghisaconus_health,4,bsnet,0,0.65,0.56,0.56,1
ghisaconus_health,4,bsnet,0,0.64,0.59,0.55,2
ghisaconus_health,4,bsnet,0,0.62,0.55,0.52,3
ghisaconus_health,4,bsnet,0,0.64,0.59,0.55,4
ghisaconus_health,4,bsnet,0,0.65,0.6,0.56,5
ghisaconus_health,4,bsnet,0,0.62,0.57,0.53,6
ghisaconus_health,4,bsnet,0,0.62,0.58,0.53,7
ghisaconus_health,4,bsnet,0,0.64,0.58,0.55,8
ghisaconus_health,4,bsnet,0,0.65,0.58,0.56,9
ghisaconus_health,4,bsnet,0,0.65,0.59,0.57,10
ghisaconus_health,4,bsnet,0,0.63,0.58,0.54,11
ghisaconus_health,4,bsnet,0,0.64,0.57,0.55,12
ghisaconus_health,4,bsnet,0,0.65,0.59,0.56,13
ghisaconus_health,4,bsnet,0,0.64,0.57,0.55,14
ghisaconus_health,4,bsnet,0,0.64,0.59,0.55,15
ghisaconus_health,4,bsnet,0,0.64,0.57,0.54,16
ghisaconus_health,4,bsnet,0,0.66,0.59,0.57,17
ghisaconus_health,4,bsnet,0,0.64,0.56,0.55,18
ghisaconus_health,4,bsnet,0,0.63,0.56,0.54,19
ghisaconus_health,5,bsnet,0,0.63,0.57,0.53,0
ghisaconus_health,5,bsnet,0,0.64,0.56,0.55,1
ghisaconus_health,5,bsnet,0,0.64,0.6,0.55,2
ghisaconus_health,5,bsnet,0,0.63,0.54,0.53,3
ghisaconus_health,5,bsnet,0,0.65,0.62,0.57,4
ghisaconus_health,5,bsnet,0,0.66,0.62,0.57,5
ghisaconus_health,5,bsnet,0,0.64,0.59,0.54,6
