dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c4,0,0.51,0.45,0.38,0
ghisaconus_health,2,c4,0,0.49,0.41,0.36,1
ghisaconus_health,2,c4,0,0.51,0.43,0.37,2
ghisaconus_health,2,c4,0,0.48,0.41,0.35,3
ghisaconus_health,2,c4,0,0.51,0.43,0.38,4
ghisaconus_health,2,c4,0,0.51,0.43,0.38,5
ghisaconus_health,2,c4,0,0.49,0.42,0.35,6
ghisaconus_health,2,c4,0,0.5,0.42,0.37,7
ghisaconus_health,2,c4,0,0.52,0.45,0.4,8
ghisaconus_health,2,c4,0,0.51,0.42,0.38,9
ghisaconus_health,2,c4,0,0.5,0.4,0.36,10
ghisaconus_health,2,c4,0,0.5,0.43,0.37,11
ghisaconus_health,2,c4,0,0.49,0.41,0.35,12
ghisaconus_health,2,c4,0,0.5,0.42,0.37,13
ghisaconus_health,2,c4,0,0.51,0.43,0.38,14
ghisaconus_health,2,c4,0,0.49,0.42,0.36,15
ghisaconus_health,2,c4,0,0.5,0.42,0.37,16
ghisaconus_health,2,c4,0,0.5,0.43,0.36,17
ghisaconus_health,2,c4,0,0.5,0.42,0.36,18
ghisaconus_health,2,c4,0,0.5,0.41,0.37,19
ghisaconus_health,3,c4,0,0.56,0.52,0.45,0
ghisaconus_health,3,c4,0,0.55,0.48,0.43,1
ghisaconus_health,3,c4,0,0.56,0.51,0.44,2
ghisaconus_health,3,c4,0,0.53,0.46,0.4,3
ghisaconus_health,3,c4,0,0.53,0.47,0.42,4
ghisaconus_health,3,c4,0,0.54,0.49,0.42,5
ghisaconus_health,3,c4,0,0.53,0.48,0.41,6
ghisaconus_health,3,c4,0,0.53,0.49,0.42,7
ghisaconus_health,3,c4,0,0.55,0.52,0.44,8
ghisaconus_health,3,c4,0,0.55,0.49,0.43,9
ghisaconus_health,3,c4,0,0.54,0.48,0.43,10
ghisaconus_health,3,c4,0,0.56,0.51,0.44,11
ghisaconus_health,3,c4,0,0.54,0.51,0.43,12
ghisaconus_health,3,c4,0,0.55,0.5,0.43,13
ghisaconus_health,3,c4,0,0.56,0.47,0.44,14
ghisaconus_health,3,c4,0,0.55,0.49,0.43,15
ghisaconus_health,3,c4,0,0.55,0.49,0.43,16
ghisaconus_health,3,c4,0,0.55,0.5,0.43,17
ghisaconus_health,3,c4,0,0.55,0.48,0.44,18
ghisaconus_health,3,c4,0,0.55,0.51,0.44,19
ghisaconus_health,4,c4,0,0.56,0.53,0.45,0
ghisaconus_health,4,c4,0,0.55,0.49,0.44,1
ghisaconus_health,4,c4,0,0.56,0.49,0.45,2
ghisaconus_health,4,c4,0,0.54,0.46,0.42,3
ghisaconus_health,4,c4,0,0.56,0.48,0.44,4
ghisaconus_health,4,c4,0,0.55,0.51,0.44,5
ghisaconus_health,4,c4,0,0.55,0.5,0.44,6
ghisaconus_health,4,c4,0,0.54,0.5,0.43,7
ghisaconus_health,4,c4,0,0.56,0.51,0.45,8
ghisaconus_health,4,c4,0,0.56,0.5,0.45,9
ghisaconus_health,4,c4,0,0.57,0.49,0.45,10
ghisaconus_health,4,c4,0,0.56,0.51,0.45,11
ghisaconus_health,4,c4,0,0.55,0.51,0.44,12
ghisaconus_health,4,c4,0,0.55,0.49,0.44,13
ghisaconus_health,4,c4,0,0.55,0.47,0.44,14
ghisaconus_health,4,c4,0,0.55,0.48,0.43,15
ghisaconus_health,4,c4,0,0.55,0.5,0.43,16
ghisaconus_health,4,c4,0,0.54,0.51,0.43,17
ghisaconus_health,4,c4,0,0.56,0.48,0.44,18
ghisaconus_health,4,c4,0,0.55,0.5,0.43,19
ghisaconus_health,5,c4,0,0.56,0.51,0.45,0
ghisaconus_health,5,c4,0,0.54,0.49,0.43,1
ghisaconus_health,5,c4,0,0.58,0.53,0.47,2
ghisaconus_health,5,c4,0,0.56,0.5,0.44,3
ghisaconus_health,5,c4,0,0.56,0.5,0.45,4
ghisaconus_health,5,c4,0,0.57,0.52,0.46,5
ghisaconus_health,5,c4,0,0.57,0.53,0.46,6
ghisaconus_health,5,c4,0,0.58,0.54,0.48,7
ghisaconus_health,5,c4,0,0.57,0.53,0.46,8
ghisaconus_health,5,c4,0,0.57,0.52,0.46,9
ghisaconus_health,5,c4,0,0.57,0.49,0.46,10
ghisaconus_health,5,c4,0,0.56,0.5,0.44,11
ghisaconus_health,5,c4,0,0.56,0.53,0.46,12
ghisaconus_health,5,c4,0,0.56,0.51,0.45,13
ghisaconus_health,5,c4,0,0.56,0.49,0.45,14
ghisaconus_health,5,c4,0,0.58,0.53,0.47,15
ghisaconus_health,5,c4,0,0.59,0.55,0.48,16
ghisaconus_health,5,c4,0,0.55,0.51,0.44,17
ghisaconus_health,5,c4,0,0.58,0.51,0.47,18
ghisaconus_health,5,c4,0,0.55,0.5,0.44,19
ghisaconus_health,6,c4,0,0.62,0.58,0.53,0
ghisaconus_health,6,c4,0,0.65,0.59,0.56,1
ghisaconus_health,6,c4,0,0.61,0.58,0.52,2
ghisaconus_health,6,c4,0,0.6,0.56,0.5,3
ghisaconus_health,6,c4,0,0.63,0.57,0.53,4
ghisaconus_health,6,c4,0,0.62,0.59,0.53,5
ghisaconus_health,6,c4,0,0.63,0.58,0.53,6
ghisaconus_health,6,c4,0,0.63,0.57,0.54,7
ghisaconus_health,6,c4,0,0.63,0.59,0.54,8
ghisaconus_health,6,c4,0,0.63,0.59,0.53,9
