dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c3,0,0.44,0.37,0.29,0
ghisaconus_health,2,c3,0,0.42,0.34,0.25,1
ghisaconus_health,2,c3,0,0.42,0.35,0.26,2
ghisaconus_health,2,c3,0,0.44,0.36,0.28,3
ghisaconus_health,2,c3,0,0.42,0.36,0.27,4
ghisaconus_health,2,c3,0,0.44,0.36,0.28,5
ghisaconus_health,2,c3,0,0.44,0.36,0.28,6
ghisaconus_health,2,c3,0,0.42,0.35,0.27,7
ghisaconus_health,2,c3,0,0.43,0.36,0.27,8
ghisaconus_health,2,c3,0,0.42,0.36,0.27,9
ghisaconus_health,2,c3,0,0.44,0.35,0.27,10
ghisaconus_health,2,c3,0,0.42,0.34,0.25,11
ghisaconus_health,2,c3,0,0.43,0.34,0.25,12
ghisaconus_health,2,c3,0,0.43,0.36,0.26,13
ghisaconus_health,2,c3,0,0.44,0.36,0.28,14
ghisaconus_health,2,c3,0,0.42,0.36,0.27,15
ghisaconus_health,2,c3,0,0.41,0.35,0.26,16
ghisaconus_health,2,c3,0,0.43,0.35,0.27,17
ghisaconus_health,2,c3,0,0.41,0.36,0.27,18
ghisaconus_health,2,c3,0,0.42,0.35,0.26,19
ghisaconus_health,3,c3,0,0.63,0.53,0.53,0
ghisaconus_health,3,c3,0,0.62,0.53,0.52,1
ghisaconus_health,3,c3,0,0.6,0.51,0.5,2
ghisaconus_health,3,c3,0,0.61,0.52,0.51,3
ghisaconus_health,3,c3,0,0.6,0.52,0.5,4
ghisaconus_health,3,c3,0,0.62,0.52,0.52,5
ghisaconus_health,3,c3,0,0.63,0.54,0.53,6
ghisaconus_health,3,c3,0,0.61,0.51,0.51,7
ghisaconus_health,3,c3,0,0.61,0.52,0.51,8
ghisaconus_health,3,c3,0,0.6,0.51,0.5,9
ghisaconus_health,3,c3,0,0.62,0.52,0.52,10
ghisaconus_health,3,c3,0,0.62,0.52,0.52,11
ghisaconus_health,3,c3,0,0.62,0.52,0.52,12
ghisaconus_health,3,c3,0,0.61,0.52,0.51,13
ghisaconus_health,3,c3,0,0.63,0.54,0.53,14
ghisaconus_health,3,c3,0,0.63,0.54,0.53,15
ghisaconus_health,3,c3,0,0.6,0.51,0.5,16
ghisaconus_health,3,c3,0,0.6,0.51,0.49,17
ghisaconus_health,3,c3,0,0.62,0.52,0.52,18
ghisaconus_health,3,c3,0,0.61,0.52,0.5,19
ghisaconus_health,4,c3,0,0.61,0.54,0.51,0
ghisaconus_health,4,c3,0,0.61,0.53,0.52,1
ghisaconus_health,4,c3,0,0.61,0.52,0.51,2
ghisaconus_health,4,c3,0,0.6,0.52,0.5,3
ghisaconus_health,4,c3,0,0.61,0.53,0.51,4
ghisaconus_health,4,c3,0,0.62,0.54,0.53,5
ghisaconus_health,4,c3,0,0.63,0.56,0.54,6
ghisaconus_health,4,c3,0,0.59,0.51,0.49,7
ghisaconus_health,4,c3,0,0.61,0.53,0.51,8
ghisaconus_health,4,c3,0,0.62,0.55,0.52,9
ghisaconus_health,4,c3,0,0.62,0.54,0.52,10
ghisaconus_health,4,c3,0,0.63,0.56,0.53,11
ghisaconus_health,4,c3,0,0.61,0.53,0.51,12
ghisaconus_health,4,c3,0,0.61,0.54,0.51,13
ghisaconus_health,4,c3,0,0.62,0.53,0.52,14
ghisaconus_health,4,c3,0,0.62,0.54,0.52,15
ghisaconus_health,4,c3,0,0.61,0.53,0.51,16
ghisaconus_health,4,c3,0,0.61,0.54,0.51,17
