dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c3,0,0.53,0.44,0.41,0
ghisaconus_health,2,c3,0,0.51,0.41,0.38,1
ghisaconus_health,2,c3,0,0.52,0.42,0.39,2
ghisaconus_health,2,c3,0,0.52,0.42,0.39,3
ghisaconus_health,2,c3,0,0.51,0.42,0.38,4
ghisaconus_health,2,c3,0,0.53,0.44,0.41,5
ghisaconus_health,2,c3,0,0.51,0.42,0.38,6
ghisaconus_health,2,c3,0,0.53,0.43,0.4,7
ghisaconus_health,2,c3,0,0.52,0.42,0.39,8
ghisaconus_health,2,c3,0,0.52,0.43,0.4,9
ghisaconus_health,2,c3,0,0.53,0.43,0.4,10
ghisaconus_health,2,c3,0,0.52,0.42,0.39,11
ghisaconus_health,2,c3,0,0.52,0.43,0.39,12
ghisaconus_health,2,c3,0,0.53,0.44,0.41,13
ghisaconus_health,2,c3,0,0.53,0.44,0.4,14
ghisaconus_health,2,c3,0,0.5,0.4,0.36,15
ghisaconus_health,2,c3,0,0.52,0.43,0.4,16
ghisaconus_health,2,c3,0,0.53,0.43,0.4,17
ghisaconus_health,2,c3,0,0.52,0.41,0.39,18
ghisaconus_health,2,c3,0,0.52,0.42,0.39,19
ghisaconus_health,3,c3,0,0.62,0.53,0.52,0
ghisaconus_health,3,c3,0,0.62,0.52,0.53,1
ghisaconus_health,3,c3,0,0.62,0.56,0.53,2
ghisaconus_health,3,c3,0,0.62,0.54,0.53,3
ghisaconus_health,3,c3,0,0.63,0.56,0.54,4
ghisaconus_health,3,c3,0,0.62,0.53,0.53,5
ghisaconus_health,3,c3,0,0.63,0.53,0.53,6
ghisaconus_health,3,c3,0,0.61,0.54,0.52,7
ghisaconus_health,3,c3,0,0.63,0.53,0.53,8
ghisaconus_health,3,c3,0,0.64,0.54,0.55,9
ghisaconus_health,3,c3,0,0.62,0.53,0.53,10
ghisaconus_health,3,c3,0,0.63,0.55,0.54,11
ghisaconus_health,3,c3,0,0.63,0.53,0.54,12
ghisaconus_health,3,c3,0,0.63,0.54,0.54,13
ghisaconus_health,3,c3,0,0.64,0.55,0.54,14
ghisaconus_health,3,c3,0,0.63,0.53,0.54,15
ghisaconus_health,3,c3,0,0.63,0.55,0.53,16
ghisaconus_health,3,c3,0,0.63,0.55,0.53,17
ghisaconus_health,3,c3,0,0.63,0.52,0.53,18
ghisaconus_health,3,c3,0,0.61,0.53,0.52,19
ghisaconus_health,4,c3,0,0.65,0.6,0.56,0
ghisaconus_health,4,c3,0,0.62,0.59,0.53,1
ghisaconus_health,4,c3,0,0.64,0.6,0.55,2
ghisaconus_health,4,c3,0,0.64,0.61,0.55,3
ghisaconus_health,4,c3,0,0.63,0.59,0.54,4
ghisaconus_health,4,c3,0,0.63,0.57,0.54,5
ghisaconus_health,4,c3,0,0.63,0.57,0.54,6
ghisaconus_health,4,c3,0,0.63,0.6,0.54,7
ghisaconus_health,4,c3,0,0.63,0.61,0.53,8
ghisaconus_health,4,c3,0,0.64,0.59,0.55,9
ghisaconus_health,4,c3,0,0.63,0.57,0.54,10
ghisaconus_health,4,c3,0,0.64,0.6,0.55,11
ghisaconus_health,4,c3,0,0.63,0.58,0.54,12
ghisaconus_health,4,c3,0,0.63,0.59,0.54,13
ghisaconus_health,4,c3,0,0.64,0.58,0.55,14
ghisaconus_health,4,c3,0,0.64,0.61,0.55,15
ghisaconus_health,4,c3,0,0.62,0.59,0.52,16
ghisaconus_health,4,c3,0,0.64,0.6,0.55,17
ghisaconus_health,4,c3,0,0.65,0.61,0.56,18
ghisaconus_health,4,c3,0,0.62,0.58,0.52,19
ghisaconus_health,5,c3,0,0.65,0.6,0.57,0
ghisaconus_health,5,c3,0,0.62,0.57,0.53,1
ghisaconus_health,5,c3,0,0.64,0.61,0.55,2
ghisaconus_health,5,c3,0,0.64,0.62,0.55,3
ghisaconus_health,5,c3,0,0.64,0.6,0.55,4
ghisaconus_health,5,c3,0,0.63,0.58,0.54,5
ghisaconus_health,5,c3,0,0.65,0.59,0.56,6
ghisaconus_health,5,c3,0,0.64,0.6,0.55,7
ghisaconus_health,5,c3,0,0.62,0.61,0.52,8
ghisaconus_health,5,c3,0,0.66,0.61,0.57,9
ghisaconus_health,5,c3,0,0.63,0.58,0.54,10
ghisaconus_health,5,c3,0,0.64,0.6,0.56,11
ghisaconus_health,5,c3,0,0.63,0.57,0.54,12
ghisaconus_health,5,c3,0,0.63,0.57,0.54,13
ghisaconus_health,5,c3,0,0.65,0.6,0.56,14
ghisaconus_health,5,c3,0,0.64,0.6,0.55,15
ghisaconus_health,5,c3,0,0.63,0.6,0.53,16
ghisaconus_health,5,c3,0,0.65,0.59,0.56,17
ghisaconus_health,5,c3,0,0.66,0.63,0.57,18
ghisaconus_health,5,c3,0,0.65,0.61,0.56,19
ghisaconus_health,6,c3,0,0.64,0.59,0.55,0
ghisaconus_health,6,c3,0,0.63,0.58,0.54,1
ghisaconus_health,6,c3,0,0.64,0.62,0.55,2
ghisaconus_health,6,c3,0,0.65,0.62,0.56,3
ghisaconus_health,6,c3,0,0.63,0.6,0.54,4
ghisaconus_health,6,c3,0,0.63,0.58,0.53,5
ghisaconus_health,6,c3,0,0.64,0.59,0.55,6
ghisaconus_health,6,c3,0,0.64,0.6,0.55,7
ghisaconus_health,6,c3,0,0.62,0.62,0.53,8
ghisaconus_health,6,c3,0,0.66,0.62,0.58,9
ghisaconus_health,6,c3,0,0.63,0.59,0.54,10
ghisaconus_health,6,c3,0,0.65,0.6,0.56,11
ghisaconus_health,6,c3,0,0.63,0.57,0.54,12
ghisaconus_health,6,c3,0,0.63,0.59,0.54,13
ghisaconus_health,6,c3,0,0.65,0.6,0.56,14
ghisaconus_health,6,c3,0,0.65,0.61,0.56,15
ghisaconus_health,6,c3,0,0.62,0.58,0.53,16
ghisaconus_health,6,c3,0,0.65,0.6,0.56,17
ghisaconus_health,6,c3,0,0.65,0.62,0.57,18
ghisaconus_health,6,c3,0,0.63,0.59,0.54,19
ghisaconus_health,7,c3,0,0.63,0.58,0.54,0
ghisaconus_health,7,c3,0,0.64,0.6,0.55,1
ghisaconus_health,7,c3,0,0.65,0.62,0.56,2
ghisaconus_health,7,c3,0,0.65,0.64,0.56,3
ghisaconus_health,7,c3,0,0.64,0.61,0.54,4
ghisaconus_health,7,c3,0,0.63,0.59,0.53,5
ghisaconus_health,7,c3,0,0.63,0.58,0.53,6
ghisaconus_health,7,c3,0,0.64,0.59,0.55,7
ghisaconus_health,7,c3,0,0.63,0.61,0.53,8
ghisaconus_health,7,c3,0,0.65,0.6,0.57,9
ghisaconus_health,7,c3,0,0.64,0.6,0.56,10
ghisaconus_health,7,c3,0,0.65,0.61,0.57,11
ghisaconus_health,7,c3,0,0.62,0.56,0.52,12
ghisaconus_health,7,c3,0,0.64,0.59,0.55,13
ghisaconus_health,7,c3,0,0.65,0.6,0.56,14
ghisaconus_health,7,c3,0,0.64,0.6,0.55,15
ghisaconus_health,7,c3,0,0.62,0.59,0.53,16
ghisaconus_health,7,c3,0,0.65,0.61,0.56,17
ghisaconus_health,7,c3,0,0.65,0.62,0.57,18
ghisaconus_health,7,c3,0,0.63,0.58,0.54,19
ghisaconus_health,8,c3,0,0.7,0.64,0.63,0
ghisaconus_health,8,c3,0,0.69,0.65,0.61,1
ghisaconus_health,8,c3,0,0.7,0.67,0.63,2
ghisaconus_health,8,c3,0,0.69,0.69,0.61,3
ghisaconus_health,8,c3,0,0.68,0.65,0.6,4
ghisaconus_health,8,c3,0,0.67,0.65,0.59,5
ghisaconus_health,8,c3,0,0.7,0.65,0.62,6
ghisaconus_health,8,c3,0,0.69,0.64,0.61,7
ghisaconus_health,8,c3,0,0.67,0.66,0.58,8
ghisaconus_health,8,c3,0,0.68,0.64,0.6,9
ghisaconus_health,8,c3,0,0.69,0.66,0.62,10
ghisaconus_health,8,c3,0,0.7,0.68,0.63,11
ghisaconus_health,8,c3,0,0.67,0.61,0.59,12
ghisaconus_health,8,c3,0,0.68,0.66,0.6,13
ghisaconus_health,8,c3,0,0.69,0.64,0.61,14
ghisaconus_health,8,c3,0,0.7,0.67,0.62,15
ghisaconus_health,8,c3,0,0.67,0.66,0.59,16
ghisaconus_health,8,c3,0,0.71,0.68,0.64,17
ghisaconus_health,8,c3,0,0.71,0.68,0.64,18
ghisaconus_health,8,c3,0,0.68,0.66,0.6,19
ghisaconus_health,9,c3,0,0.71,0.64,0.63,0
ghisaconus_health,9,c3,0,0.69,0.65,0.62,1
ghisaconus_health,9,c3,0,0.7,0.67,0.63,2
ghisaconus_health,9,c3,0,0.69,0.69,0.61,3
ghisaconus_health,9,c3,0,0.7,0.67,0.62,4
ghisaconus_health,9,c3,0,0.68,0.65,0.6,5
ghisaconus_health,9,c3,0,0.71,0.66,0.63,6
