dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c2,0,0.48,0.41,0.34,0
ghisaconus_health,2,c2,0,0.48,0.41,0.34,1
ghisaconus_health,2,c2,0,0.47,0.44,0.34,2
ghisaconus_health,2,c2,0,0.44,0.38,0.28,3
ghisaconus_health,2,c2,0,0.46,0.38,0.31,4
ghisaconus_health,2,c2,0,0.47,0.4,0.33,5
ghisaconus_health,2,c2,0,0.47,0.43,0.34,6
ghisaconus_health,2,c2,0,0.48,0.44,0.35,7
ghisaconus_health,2,c2,0,0.48,0.42,0.34,8
ghisaconus_health,2,c2,0,0.45,0.4,0.31,9
ghisaconus_health,2,c2,0,0.48,0.44,0.34,10
ghisaconus_health,2,c2,0,0.46,0.41,0.33,11
ghisaconus_health,2,c2,0,0.48,0.4,0.34,12
ghisaconus_health,2,c2,0,0.46,0.41,0.32,13
ghisaconus_health,2,c2,0,0.48,0.4,0.34,14
ghisaconus_health,2,c2,0,0.46,0.38,0.31,15
ghisaconus_health,2,c2,0,0.48,0.44,0.34,16
ghisaconus_health,2,c2,0,0.48,0.44,0.35,17
ghisaconus_health,2,c2,0,0.48,0.43,0.34,18
ghisaconus_health,2,c2,0,0.48,0.41,0.35,19
ghisaconus_health,3,c2,0,0.6,0.53,0.5,0
ghisaconus_health,3,c2,0,0.61,0.52,0.51,1
ghisaconus_health,3,c2,0,0.59,0.52,0.48,2
ghisaconus_health,3,c2,0,0.6,0.55,0.5,3
ghisaconus_health,3,c2,0,0.6,0.52,0.5,4
ghisaconus_health,3,c2,0,0.61,0.55,0.51,5
ghisaconus_health,3,c2,0,0.61,0.55,0.51,6
ghisaconus_health,3,c2,0,0.6,0.53,0.5,7
ghisaconus_health,3,c2,0,0.6,0.52,0.5,8
ghisaconus_health,3,c2,0,0.6,0.52,0.5,9
ghisaconus_health,3,c2,0,0.6,0.54,0.5,10
ghisaconus_health,3,c2,0,0.57,0.52,0.46,11
ghisaconus_health,3,c2,0,0.58,0.52,0.48,12
ghisaconus_health,3,c2,0,0.59,0.52,0.49,13
ghisaconus_health,3,c2,0,0.59,0.52,0.49,14
ghisaconus_health,3,c2,0,0.6,0.51,0.49,15
ghisaconus_health,3,c2,0,0.58,0.54,0.48,16
ghisaconus_health,3,c2,0,0.6,0.55,0.49,17
ghisaconus_health,3,c2,0,0.58,0.53,0.48,18
ghisaconus_health,3,c2,0,0.6,0.52,0.5,19
ghisaconus_health,4,c2,0,0.61,0.57,0.51,0
ghisaconus_health,4,c2,0,0.63,0.55,0.53,1
ghisaconus_health,4,c2,0,0.62,0.59,0.52,2
ghisaconus_health,4,c2,0,0.62,0.57,0.52,3
ghisaconus_health,4,c2,0,0.61,0.56,0.51,4
