dataset,target_size,algorithm,props,oa,aa,k,fold
ghisaconus_health,2,c3,0,0.5,0.41,0.37,0
ghisaconus_health,2,c3,0,0.52,0.43,0.39,1
ghisaconus_health,2,c3,0,0.52,0.42,0.39,2
ghisaconus_health,2,c3,0,0.51,0.42,0.38,3
ghisaconus_health,2,c3,0,0.52,0.43,0.4,4
ghisaconus_health,2,c3,0,0.52,0.43,0.39,5
ghisaconus_health,2,c3,0,0.51,0.42,0.38,6
ghisaconus_health,2,c3,0,0.51,0.42,0.38,7
ghisaconus_health,2,c3,0,0.51,0.42,0.38,8
ghisaconus_health,2,c3,0,0.51,0.41,0.37,9
ghisaconus_health,2,c3,0,0.51,0.42,0.38,10
ghisaconus_health,2,c3,0,0.51,0.43,0.39,11
ghisaconus_health,2,c3,0,0.51,0.42,0.38,12
ghisaconus_health,2,c3,0,0.5,0.4,0.36,13
ghisaconus_health,2,c3,0,0.53,0.43,0.4,14
ghisaconus_health,2,c3,0,0.52,0.41,0.38,15
ghisaconus_health,2,c3,0,0.5,0.4,0.36,16
ghisaconus_health,2,c3,0,0.51,0.41,0.37,17
ghisaconus_health,2,c3,0,0.52,0.43,0.39,18
ghisaconus_health,2,c3,0,0.51,0.43,0.38,19
ghisaconus_health,3,c3,0,0.53,0.47,0.41,0
ghisaconus_health,3,c3,0,0.55,0.53,0.44,1
ghisaconus_health,3,c3,0,0.54,0.49,0.42,2
ghisaconus_health,3,c3,0,0.53,0.47,0.4,3
ghisaconus_health,3,c3,0,0.56,0.5,0.44,4
ghisaconus_health,3,c3,0,0.54,0.47,0.43,5
ghisaconus_health,3,c3,0,0.54,0.5,0.42,6
ghisaconus_health,3,c3,0,0.52,0.48,0.4,7
ghisaconus_health,3,c3,0,0.53,0.46,0.41,8
ghisaconus_health,3,c3,0,0.53,0.49,0.41,9
ghisaconus_health,3,c3,0,0.53,0.46,0.4,10
ghisaconus_health,3,c3,0,0.54,0.5,0.42,11
ghisaconus_health,3,c3,0,0.55,0.52,0.43,12
ghisaconus_health,3,c3,0,0.54,0.47,0.42,13
ghisaconus_health,3,c3,0,0.53,0.48,0.41,14
ghisaconus_health,3,c3,0,0.54,0.48,0.42,15
ghisaconus_health,3,c3,0,0.53,0.47,0.4,16
ghisaconus_health,3,c3,0,0.54,0.47,0.42,17
ghisaconus_health,3,c3,0,0.51,0.45,0.39,18
ghisaconus_health,3,c3,0,0.56,0.51,0.44,19
ghisaconus_health,4,c3,0,0.64,0.58,0.55,0
ghisaconus_health,4,c3,0,0.62,0.59,0.53,1
ghisaconus_health,4,c3,0,0.62,0.57,0.52,2
ghisaconus_health,4,c3,0,0.63,0.57,0.53,3
ghisaconus_health,4,c3,0,0.65,0.58,0.56,4
ghisaconus_health,4,c3,0,0.64,0.58,0.55,5
ghisaconus_health,4,c3,0,0.63,0.59,0.54,6
ghisaconus_health,4,c3,0,0.63,0.6,0.54,7
ghisaconus_health,4,c3,0,0.63,0.56,0.53,8
ghisaconus_health,4,c3,0,0.64,0.59,0.55,9
ghisaconus_health,4,c3,0,0.62,0.57,0.53,10
ghisaconus_health,4,c3,0,0.64,0.6,0.55,11
ghisaconus_health,4,c3,0,0.63,0.59,0.54,12
ghisaconus_health,4,c3,0,0.64,0.59,0.54,13
ghisaconus_health,4,c3,0,0.62,0.58,0.52,14
ghisaconus_health,4,c3,0,0.63,0.6,0.54,15
ghisaconus_health,4,c3,0,0.62,0.56,0.52,16
ghisaconus_health,4,c3,0,0.64,0.6,0.54,17
ghisaconus_health,4,c3,0,0.62,0.56,0.53,18
ghisaconus_health,4,c3,0,0.62,0.58,0.53,19
ghisaconus_health,5,c3,0,0.65,0.6,0.56,0
ghisaconus_health,5,c3,0,0.62,0.59,0.53,1
ghisaconus_health,5,c3,0,0.62,0.57,0.52,2
ghisaconus_health,5,c3,0,0.62,0.57,0.52,3
ghisaconus_health,5,c3,0,0.62,0.55,0.53,4
ghisaconus_health,5,c3,0,0.64,0.58,0.54,5
ghisaconus_health,5,c3,0,0.62,0.57,0.52,6
ghisaconus_health,5,c3,0,0.62,0.58,0.53,7
ghisaconus_health,5,c3,0,0.61,0.54,0.51,8
ghisaconus_health,5,c3,0,0.63,0.58,0.54,9
ghisaconus_health,5,c3,0,0.62,0.57,0.53,10
ghisaconus_health,5,c3,0,0.64,0.59,0.54,11
ghisaconus_health,5,c3,0,0.65,0.62,0.56,12
ghisaconus_health,5,c3,0,0.63,0.57,0.53,13
ghisaconus_health,5,c3,0,0.62,0.59,0.53,14
ghisaconus_health,5,c3,0,0.64,0.59,0.55,15
ghisaconus_health,5,c3,0,0.61,0.56,0.51,16
ghisaconus_health,5,c3,0,0.63,0.6,0.54,17
ghisaconus_health,5,c3,0,0.6,0.55,0.51,18
ghisaconus_health,5,c3,0,0.62,0.57,0.52,19
ghisaconus_health,6,c3,0,0.63,0.59,0.54,0
ghisaconus_health,6,c3,0,0.63,0.6,0.54,1
ghisaconus_health,6,c3,0,0.61,0.57,0.52,2
ghisaconus_health,6,c3,0,0.63,0.57,0.53,3
ghisaconus_health,6,c3,0,0.63,0.56,0.53,4
ghisaconus_health,6,c3,0,0.64,0.59,0.55,5
ghisaconus_health,6,c3,0,0.61,0.56,0.51,6
ghisaconus_health,6,c3,0,0.63,0.59,0.54,7
ghisaconus_health,6,c3,0,0.62,0.55,0.52,8
ghisaconus_health,6,c3,0,0.63,0.58,0.54,9
ghisaconus_health,6,c3,0,0.63,0.58,0.54,10
ghisaconus_health,6,c3,0,0.63,0.58,0.54,11
ghisaconus_health,6,c3,0,0.65,0.62,0.56,12
ghisaconus_health,6,c3,0,0.63,0.57,0.54,13
ghisaconus_health,6,c3,0,0.63,0.61,0.54,14
ghisaconus_health,6,c3,0,0.64,0.59,0.55,15
ghisaconus_health,6,c3,0,0.61,0.57,0.51,16
ghisaconus_health,6,c3,0,0.64,0.62,0.55,17
ghisaconus_health,6,c3,0,0.61,0.57,0.51,18
ghisaconus_health,6,c3,0,0.63,0.58,0.53,19
ghisaconus_health,7,c3,0,0.62,0.57,0.53,0
ghisaconus_health,7,c3,0,0.63,0.6,0.54,1
ghisaconus_health,7,c3,0,0.63,0.59,0.54,2
ghisaconus_health,7,c3,0,0.64,0.6,0.55,3
ghisaconus_health,7,c3,0,0.61,0.55,0.52,4
ghisaconus_health,7,c3,0,0.63,0.6,0.54,5
ghisaconus_health,7,c3,0,0.61,0.57,0.52,6
ghisaconus_health,7,c3,0,0.64,0.6,0.55,7
ghisaconus_health,7,c3,0,0.61,0.55,0.51,8
ghisaconus_health,7,c3,0,0.63,0.58,0.54,9
ghisaconus_health,7,c3,0,0.62,0.57,0.53,10
ghisaconus_health,7,c3,0,0.63,0.59,0.54,11
ghisaconus_health,7,c3,0,0.64,0.61,0.55,12
ghisaconus_health,7,c3,0,0.64,0.59,0.55,13
ghisaconus_health,7,c3,0,0.63,0.62,0.54,14
ghisaconus_health,7,c3,0,0.63,0.58,0.54,15
ghisaconus_health,7,c3,0,0.61,0.55,0.51,16
ghisaconus_health,7,c3,0,0.63,0.59,0.54,17
ghisaconus_health,7,c3,0,0.64,0.61,0.55,18
ghisaconus_health,7,c3,0,0.64,0.61,0.55,19
ghisaconus_health,8,c3,0,0.66,0.62,0.57,0
ghisaconus_health,8,c3,0,0.67,0.63,0.59,1
ghisaconus_health,8,c3,0,0.65,0.61,0.56,2
ghisaconus_health,8,c3,0,0.65,0.6,0.56,3
ghisaconus_health,8,c3,0,0.62,0.56,0.52,4
ghisaconus_health,8,c3,0,0.65,0.61,0.56,5
ghisaconus_health,8,c3,0,0.64,0.59,0.55,6
ghisaconus_health,8,c3,0,0.68,0.63,0.6,7
ghisaconus_health,8,c3,0,0.65,0.59,0.56,8
ghisaconus_health,8,c3,0,0.67,0.64,0.59,9
ghisaconus_health,8,c3,0,0.64,0.59,0.55,10
